Date,Day_of_Week,Is_Weekend,Data_Type,Predicted_Occupancy,Suggested_ADR,Projected_RevPAR
2023-01-01,6,1,History,0.8575192923052419,225.48552188316688,193.3581851503314
2023-01-02,0,0,History,0.7486459844440515,227.33537222246818,170.19371353644456
2023-01-03,1,0,History,0.6327668260545196,214.14999318460605,135.50701148702018
2023-01-04,2,0,History,0.5576574279880981,212.78980849032047,118.66381730479208
2023-01-05,3,0,History,0.5953606434166776,210.50356329125893,125.32553688258723
2023-01-06,4,0,History,0.6040044520394356,209.3049522892515,126.42112301660957
2023-01-07,5,1,History,0.9087244021410832,234.83231746485706,213.3978572916573
2023-01-08,6,1,History,0.8235711270885946,241.2031806074864,198.64797531026142
2023-01-09,0,0,History,0.6348789233573965,204.29609094853248,129.70328226752906
2023-01-10,1,0,History,0.638331747004116,202.7291795274514,129.40847133646912
2023-01-11,2,0,History,0.7105538686104853,226.72594203492957,161.10099522727586
2023-01-12,3,0,History,0.7304112067649798,209.70954756996144,153.17420371071347
2023-01-13,4,0,History,0.6004265610447501,234.19056609106133,140.61423622717922
2023-01-14,5,1,History,0.8389331307897264,234.69324688456408,196.89194038407354
2023-01-15,6,1,History,0.804814035664008,233.96046472964963,188.2946658048961
2023-01-16,0,0,History,0.7290280703432517,214.81860878909131,156.6087958393331
2023-01-17,1,0,History,0.5811973033846352,204.96708189604806,119.1263152806008
2023-01-18,2,0,History,0.6049229132457011,206.22472015574658,124.75005849989368
2023-01-19,3,0,History,0.7139787746679626,215.97952759010985,154.20479846215204
2023-01-20,4,0,History,0.5629730825922061,212.6269257743189,119.70323584527252
2023-01-21,5,1,History,0.9408689967908248,239.59113929682965,225.42387487017888
2023-01-22,6,1,History,0.8348074641665121,243.65575870749302,203.4056460561698
2023-01-23,0,0,History,0.7201842477630204,248.65024827750025,179.07399201181977
2023-01-24,1,0,History,0.5517293140288531,202.21751900141982,111.5693330432699
2023-01-25,2,0,History,0.5749055695793143,209.01371209369768,120.16314720111407
2023-01-26,3,0,History,0.6376702271346192,217.561843285117,138.73271002344697
2023-01-27,4,0,History,0.7158255357696983,239.697601702905,171.5816641616937
2023-01-28,5,1,History,0.9179846281035989,240.97198495997802,221.20857799687144
2023-01-29,6,1,History,0.9050243223730396,232.21226304072033,210.15774600513797
2023-01-30,0,0,History,0.7413685428972323,211.4734492334662,156.77976291966667
2023-01-31,1,0,History,0.7840626184994693,227.8264223756246,178.6301812911983
2023-02-01,2,0,History,0.7121252053255211,216.72871834201328,154.33798304924323
2023-02-02,3,0,History,0.6495580505756807,235.05589795056807,152.68245084908713
2023-02-03,4,0,History,0.6619581452746793,233.89443873423758,154.82832885457802
2023-02-04,5,1,History,1.0,239.656271720764,239.656271720764
2023-02-05,6,1,History,0.9421609121307727,237.10849017758548,223.3943513796643
2023-02-06,0,0,History,0.6077293537452981,211.5106364533987,128.54122240208068
2023-02-07,1,0,History,0.7188647132827439,235.85873555386203,169.55052230915754
2023-02-08,2,0,History,0.7935857145481278,229.92870281852328,182.46813392136193
2023-02-09,3,0,History,0.7311944241231791,216.64703603243746,158.41110474973175
2023-02-10,4,0,History,0.6738370481455004,216.7948867155228,146.08442651742604
2023-02-11,5,1,History,0.9755920633679311,241.27435769783267,235.38534846420086
2023-02-12,6,1,History,1.0,256.02477209439485,256.02477209439485
2023-02-13,0,0,History,0.7815826468466069,221.06792756801366,172.7828559615021
2023-02-14,1,0,History,0.6547308544795785,210.36872492368815,137.73489502506573
2023-02-15,2,0,History,0.7322633128213824,234.8456694166992,171.96886788882736
2023-02-16,3,0,History,0.7006415312408769,212.38050365094696,148.80260128370813
2023-02-17,4,0,History,0.7506422158402821,210.6029412584266,158.08745848870612
2023-02-18,5,1,History,0.9812265108453218,249.07258859809522,244.39662705732124
2023-02-19,6,1,History,0.845259800797562,230.92124603771026,195.1884464257598
2023-02-20,0,0,History,0.8480115697177487,239.9153119810744,203.45096031239433
2023-02-21,1,0,History,0.726972295805431,225.871948927854,164.2026492701291
2023-02-22,2,0,History,0.6469236001555743,214.37317506912382,138.68306619249879
2023-02-23,3,0,History,0.7492552637195008,224.31509211725012,168.06926350057435
2023-02-24,4,0,History,0.6455300967647526,207.1944251832469,133.75023733765866
2023-02-25,5,1,History,0.9332995306245093,244.16342377238337,227.87760880243854
2023-02-26,6,1,History,1.0,258.8128478143277,258.8128478143277
2023-02-27,0,0,History,0.6819038714019583,208.45591972620105,142.14689867795235
2023-02-28,1,0,History,0.7561709116892129,225.56311740530595,170.56426813183117
2023-03-01,2,0,History,0.641135907845936,224.49747834193974,143.9333945858829
2023-03-02,3,0,History,0.8341841860476966,238.47265953693667,198.930121390449
2023-03-03,4,0,History,0.7161560738472735,234.71033634823448,168.08923297052462
2023-03-04,5,1,History,0.9873761668388904,243.0561933855457,239.98789255147219
2023-03-05,6,1,History,0.9927490417963806,230.96721969568938,229.29248603926976
2023-03-06,0,0,History,0.7653229736644044,228.53881540599733,174.90600580425826
2023-03-07,1,0,History,0.6600930727710865,219.63501542737347,144.97955222157995
2023-03-08,2,0,History,0.7368523746859669,237.36945701332343,174.9062480781859
2023-03-09,3,0,History,0.7052072518684274,232.4021825339126,163.89170447296513
2023-03-10,4,0,History,0.654653391232966,220.8327753534212,144.56892528050494
2023-03-11,5,1,History,1.0,257.65390214170435,257.65390214170435
2023-03-12,6,1,History,0.9733697595113048,245.4187613690641,238.88320073336823
2023-03-13,0,0,History,0.7539654793946974,213.20540182627758,160.74951299748847
2023-03-14,1,0,History,0.751650748380676,226.3422870118767,170.1303494226709
2023-03-15,2,0,History,0.7266926103699801,232.4949956732758,168.95239530377003
2023-03-16,3,0,History,0.8429208352623841,240.8556922245239,203.0222812675954
2023-03-17,4,0,History,0.7424977580167778,232.5878491932714,172.69595656794843
2023-03-18,5,1,History,0.9176119723938927,237.48364036892175,217.91783165020817
2023-03-19,6,1,History,0.9760960002666972,244.9541316464855,239.0987481489365
2023-03-20,0,0,History,0.771664132231454,232.00066810429144,179.02659422981563
2023-03-21,1,0,History,0.7738257260092689,221.91749865583935,171.72546951151585
2023-03-22,2,0,History,0.6932820257497257,214.17103187564257,148.48092683565457
2023-03-23,3,0,History,0.7945765417263364,232.43747653640813,184.68936627389564
2023-03-24,4,0,History,0.6603465278195509,223.64370021352417,147.68234090471725
2023-03-25,5,1,History,1.0,248.00471326670592,248.00471326670592
2023-03-26,6,1,History,0.9331652915772225,231.68463454718585,216.2000595511869
2023-03-27,0,0,History,0.738075588471643,216.449519696736,159.7561066245729
2023-03-28,1,0,History,0.8028271798675584,232.3194388356868,186.51235990886815
2023-03-29,2,0,History,0.755745596617688,227.48976930042846,171.92439142437252
2023-03-30,3,0,History,0.790722427571631,231.48462413371658,183.04008394051894
2023-03-31,4,0,History,0.7808983732824802,233.3027902342056,182.18576937615487
2023-04-01,5,1,History,1.0,250.0581055854245,250.0581055854245
2023-04-02,6,1,History,1.0,252.65056044840313,252.65056044840313
2023-04-03,0,0,History,0.7272447266762815,222.27420443933948,161.64774305467535
2023-04-04,1,0,History,0.7814790390274282,239.6352387320372,187.26991608142077
2023-04-05,2,0,History,0.6733599810449215,231.65941841666717,155.99018159392452
2023-04-06,3,0,History,0.7466035898962363,212.7702461658233,158.85502961050958
2023-04-07,4,0,History,0.7901900333970316,226.4664839186806,178.95155849101056
2023-04-08,5,1,History,1.0,250.32724491540708,250.32724491540708
2023-04-09,6,1,History,1.0,247.3308528798568,247.3308528798568
2023-04-10,0,0,History,0.7376380197365615,241.69302788696487,178.2819664746743
2023-04-11,1,0,History,0.8043456943713316,232.67412221803053,187.15042839770186
2023-04-12,2,0,History,0.7434181941115476,216.2881011406513,160.79250955779875
2023-04-13,3,0,History,0.7236695446266208,228.33137785826878,165.23646423866225
2023-04-14,4,0,History,0.790727453223308,231.7824907107927,183.27677858150014
2023-04-15,5,1,History,0.9255597333761362,245.59790253314785,227.3155291863186
2023-04-16,6,1,History,1.0,268.0787615879919,268.0787615879919
2023-04-17,0,0,History,0.6923963385732653,222.74748561487462,154.22954346614029
2023-04-18,1,0,History,0.8077040140100027,227.73378616226032,183.94149320895326
2023-04-19,2,0,History,0.730000786832227,203.44731442012167,148.5166996055923
2023-04-20,3,0,History,0.7490034730428101,223.2463571228459,167.21229682916706
2023-04-21,4,0,History,0.7620426913407693,239.26396830734882,182.32935834980464
2023-04-22,5,1,History,0.8940479721286068,238.4931060172988,213.22427780141882
2023-04-23,6,1,History,0.9570793475778541,223.30743577259037,213.72293493851433
2023-04-24,0,0,History,0.7908209037932917,224.0984664574047,177.22175178253545
2023-04-25,1,0,History,0.7810257951174534,238.02946490087328,185.90715208558652
2023-04-26,2,0,History,0.7507423047838933,230.53240222400947,173.0704269730204
2023-04-27,3,0,History,0.6680301917774264,208.4042102126353,139.22030451556984
2023-04-28,4,0,History,0.7636510666531652,220.7122589013257,168.54715193342693
2023-04-29,5,1,History,1.0,245.89291340897583,245.89291340897583
2023-04-30,6,1,History,0.9843526912522176,241.80813140659245,238.02448491674915
2023-05-01,0,0,History,0.7919144953359711,208.8947108562013,165.42674952604227
2023-05-02,1,0,History,0.6952997297009805,227.16588397629664,157.94837772600337
2023-05-03,2,0,History,0.7026554465874753,232.83614422563846,163.60358490257178
2023-05-04,3,0,History,0.6025567796486688,195.0711885252195,117.54146715999462
2023-05-05,4,0,History,0.7713801974201787,239.57654906788105,184.80460571722722
2023-05-06,5,1,History,0.9896462279820931,247.93439078423714,245.3673346266585
2023-05-07,6,1,History,0.8883896914602258,251.09029262770133,223.0660275961814
2023-05-08,0,0,History,0.6330420419484343,213.6837085577479,135.27077119651085
2023-05-09,1,0,History,0.6757958981988418,218.93503574147047,147.95539912610258
2023-05-10,2,0,History,0.7575303753608249,229.47738400590464,173.8360888428131
2023-05-11,3,0,History,0.7012145818006247,212.22079492870967,148.81231596533127
2023-05-12,4,0,History,0.6743439460855651,229.38113605183673,154.68178044278548
2023-05-13,5,1,History,0.9125942294756264,230.0456165668148,209.93830219503775
2023-05-14,6,1,History,0.90863770373588,236.8431029284213,215.2045731905614
2023-05-15,0,0,History,0.6127497180575951,216.5176185821912,132.67110974073958
2023-05-16,1,0,History,0.6472817454690756,209.63622214205293,135.69369978165088
2023-05-17,2,0,History,0.6523086375322183,223.0061761613713,145.46885493309398
2023-05-18,3,0,History,0.738123345855904,237.57099631742997,175.35669868014205
2023-05-19,4,0,History,0.6938298587642217,229.50844588696054,159.23981259494585
2023-05-20,5,1,History,1.0,230.6388468632138,230.6388468632138
2023-05-21,6,1,History,1.0,251.25846969619357,251.25846969619357
2023-05-22,0,0,History,0.6631133613081512,226.59816223777904,150.26026902774345
2023-05-23,1,0,History,0.7526695679085569,212.09946832263512,159.64081517603242
2023-05-24,2,0,History,0.7733481178838849,234.57091766067725,181.4049776831805
2023-05-25,3,0,History,0.6117455926008711,217.84916707648023,133.26826781080757
2023-05-26,4,0,History,0.6918659360475494,207.06569468537228,143.26170067683117
2023-05-27,5,1,History,0.9101891576402374,249.36124242142535,226.96589918768018
2023-05-28,6,1,History,0.9039921695335597,243.1261948886553,219.78417638783455
2023-05-29,0,0,History,0.7095549066214429,227.459308549357,161.39486843791698
2023-05-30,1,0,History,0.6484659824031258,205.18347438266125,133.054503288439
2023-05-31,2,0,History,0.6526109063360545,216.7624517973193,141.46154012707387
2023-06-01,3,0,History,0.6667805272356017,199.62926718223693,133.10890802342874
2023-06-02,4,0,History,0.654270942647475,192.65718218941697,126.04999619887617
2023-06-03,5,1,History,0.8619954158004733,237.60782584532484,204.81685663698724
2023-06-04,6,1,History,1.0,261.0059760676131,261.0059760676131
2023-06-05,0,0,History,0.7185043645779543,224.37980460044622,161.21786892856915
2023-06-06,1,0,History,0.6809309804721939,217.4586374077779,148.0743231822255
2023-06-07,2,0,History,0.6425757612712298,212.38223492657426,136.47167628842863
2023-06-08,3,0,History,0.6237780046819809,202.95214655376742,126.597085023234
2023-06-09,4,0,History,0.6214751916342723,209.92891012547418,130.46560964980299
2023-06-10,5,1,History,1.0,254.21684468264445,254.21684468264445
2023-06-11,6,1,History,0.9487337619789422,240.52115386988794,228.1905391464948
2023-06-12,0,0,History,0.6074057684045127,218.24644537880903,132.564149856869
2023-06-13,1,0,History,0.6552009475122311,217.47984508986912,142.4930005676955
2023-06-14,2,0,History,0.6263801716360555,215.80781134133963,135.1777339083898
2023-06-15,3,0,History,0.6712246200876969,226.00908954427928,151.70286526572514
2023-06-16,4,0,History,0.6667247790486681,211.4049235783169,140.9489009625539
2023-06-17,5,1,History,0.9412338097674139,250.7171868386109,235.98349294227427
2023-06-18,6,1,History,0.842018027601482,230.33703558762846,193.94793638906728
2023-06-19,0,0,History,0.6372649022478759,217.121635062976,138.3639975443064
2023-06-20,1,0,History,0.5420735842211601,197.74964491575034,107.1948587979425
2023-06-21,2,0,History,0.5640979728373922,197.30275905309188,111.29808641707355
2023-06-22,3,0,History,0.6686260937687365,217.78125683335858,145.6142310525345
2023-06-23,4,0,History,0.5743356899677149,188.58156847656034,108.30912524617915
2023-06-24,5,1,History,0.8272667867154945,229.76400423646064,190.07612948758205
2023-06-25,6,1,History,0.8663349473407518,220.56972467798337,191.08726081386484
2023-06-26,0,0,History,0.6489185640149069,222.68419674462677,144.50390918033622
2023-06-27,1,0,History,0.5585666320933147,216.35776917042062,120.85023045274464
2023-06-28,2,0,History,0.43499155016686475,184.85964280247842,80.41238258594299
2023-06-29,3,0,History,0.562942172843504,210.57734690908535,118.54286922062083
2023-06-30,4,0,History,0.6641541699317117,225.40677413004607,149.70484896932558
2023-07-01,5,1,History,0.868447802084147,245.86947243343255,213.52480293440325
2023-07-02,6,1,History,0.9149026906560574,243.63477740532215,222.90211338551887
2023-07-03,0,0,History,0.5395364268592954,211.29668944154452,114.00226082848913
2023-07-04,1,0,History,0.5115768516661175,194.66437204740782,99.58578658357467
2023-07-05,2,0,History,0.6140954360275082,212.24076825931763,130.33608712701897
2023-07-06,3,0,History,0.6003931649992328,205.36828243201552,123.30171307981414
2023-07-07,4,0,History,0.601097203546283,202.77184061677468,121.88558635267587
2023-07-08,5,1,History,0.8799009810642742,238.3507320211237,209.72504294277465
2023-07-09,6,1,History,0.8517720195777259,238.65250571935331,203.27752677385834
2023-07-10,0,0,History,0.5984110001190378,221.47618769145367,132.53378697899453
2023-07-11,1,0,History,0.6113292987492795,213.78448514791683,130.69271938895176
2023-07-12,2,0,History,0.5981558437505171,216.23488972466723,129.34216291155835
2023-07-13,3,0,History,0.6133713631168338,217.86996804417873,133.63519928147895
2023-07-14,4,0,History,0.6183979039229597,238.71513404926557,147.62093853075416
2023-07-15,5,1,History,0.892038589527454,221.10353492001963,197.23288542958846
2023-07-16,6,1,History,0.7804871066826757,221.1693719998958,172.61984323902306
2023-07-17,0,0,History,0.5844782814613363,223.18838867101445,130.4487658525593
2023-07-18,1,0,History,0.5394492302902527,200.42479228049052,108.1189999267944
2023-07-19,2,0,History,0.5138151277450131,210.2395441505185,108.024258234752
2023-07-20,3,0,History,0.5185569278056077,204.15578801818916,105.86639822844506
2023-07-21,4,0,History,0.5753365035443968,228.58567436651978,131.51368265037155
2023-07-22,5,1,History,0.81907078083869,220.77653381323188,180.8316079412633
2023-07-23,6,1,History,0.8157635418524567,243.79435971043378,198.87855036103534
2023-07-24,0,0,History,0.5320581228409387,220.70162533681886,117.42609248465199
2023-07-25,1,0,History,0.5411321960604505,193.96903083436504,104.9628876231172
2023-07-26,2,0,History,0.5794842409714593,215.7771265329594,125.0394443879545
2023-07-27,3,0,History,0.4617802960221016,186.52304974391961,86.13266912569237
2023-07-28,4,0,History,0.535154287268855,203.81704445223673,109.07356515708128
2023-07-29,5,1,History,0.7861118033800707,226.04530103618535,177.69687924314664
2023-07-30,6,1,History,0.8169912873028029,207.6715893812834,169.66587914483384
2023-07-31,0,0,History,0.4595466733365552,200.1970099307745,91.99986992561273
2023-08-01,1,0,History,0.5995704152590042,211.39043320196274,126.74344981668159
2023-08-02,2,0,History,0.5332721625690476,218.11800599096236,116.31626075004898
2023-08-03,3,0,History,0.5337195201104569,209.4833885575411,111.80537361204321
2023-08-04,4,0,History,0.49814494635229106,222.7233338760167,110.94850320507176
2023-08-05,5,1,History,0.7929627283783157,230.3666966586187,182.67220430991813
2023-08-06,6,1,History,0.7663318623285066,225.5778857128276,172.8675212584382
2023-08-07,0,0,History,0.5722813093614523,205.38456442897427,117.53774745404495
2023-08-08,1,0,History,0.4376816781130808,189.37228070099033,82.88477760531083
2023-08-09,2,0,History,0.5164846015000263,179.57095098617694,92.74563106107635
2023-08-10,3,0,History,0.5261111952294961,200.40917325287003,105.43750967502262
2023-08-11,4,0,History,0.49437317329636093,178.75877006527617,88.37354041172512
2023-08-12,5,1,History,0.7314932552532849,227.66965897118618,166.5388199632382
2023-08-13,6,1,History,0.7316425564195346,210.7636527172476,154.203657674366
2023-08-14,0,0,History,0.5066159520468391,191.71826897379972,97.12753336093351
2023-08-15,1,0,History,0.5555098709179181,198.85688514346631,110.46696259718625
2023-08-16,2,0,History,0.5424132065370848,202.191970275576,109.67159493322612
2023-08-17,3,0,History,0.4683418695638132,196.90286950577166,92.21785802681264
2023-08-18,4,0,History,0.49695650175536593,210.5404460062673,104.6294435252891
2023-08-19,5,1,History,0.757171811712114,219.94188023613586,166.5337919297638
2023-08-20,6,1,History,0.7108097065045509,225.88243201267878,160.55942520346636
2023-08-21,0,0,History,0.4788647877314688,225.19515110538254,107.83802823223505
2023-08-22,1,0,History,0.38200538176366866,191.97404520399917,73.33511842686949
2023-08-23,2,0,History,0.5187587021048464,200.07097232116828,103.78855793018391
2023-08-24,3,0,History,0.534576020448716,195.66608552558864,104.59839733704729
2023-08-25,4,0,History,0.3939783304549206,187.45451759128878,73.8530178768485
2023-08-26,5,1,History,0.7071946484482995,211.85726140873587,149.82432150317044
2023-08-27,6,1,History,0.6645534012793728,219.141954394775,145.63153115605692
2023-08-28,0,0,History,0.46572416201283423,197.60785758767736,92.03075388217252
2023-08-29,1,0,History,0.5056444581330884,178.9422536041309,90.48115886077447
2023-08-30,2,0,History,0.6712171195003572,216.93613189237504,145.61124556434956
2023-08-31,3,0,History,0.5266213402638557,213.4235971527857,112.39342077653322
2023-09-01,4,0,History,0.5347712434282124,199.48600582079374,106.67937937931347
2023-09-02,5,1,History,0.7068775304811914,214.1587853240035,151.3840333006832
2023-09-03,6,1,History,0.6594434701689041,202.16733928572188,133.31793177339065
2023-09-04,0,0,History,0.4598945913743652,177.40953872119246,81.58968731609743
2023-09-05,1,0,History,0.6461600047664762,222.92949314728017,144.04812235463467
2023-09-06,2,0,History,0.5520463164398247,203.38984834819053,112.28061658187315
2023-09-07,3,0,History,0.545369303763503,212.25714599638454,115.75853193087644
2023-09-08,4,0,History,0.5062508186090531,215.9383193067,109.31895091807998
2023-09-09,5,1,History,0.7000630519227367,229.2187820413771,160.46760011389904
2023-09-10,6,1,History,0.6739242015351232,211.96869693912436,142.8508348351399
2023-09-11,0,0,History,0.4251297744358048,193.96165409015606,82.45887425254364
2023-09-12,1,0,History,0.46145607368818203,189.99787871724902,87.67567512194513
2023-09-13,2,0,History,0.4454777203689156,187.46488741087492,83.51143069301199
2023-09-14,3,0,History,0.5037174652160368,203.79989814562992,102.65756810520318
2023-09-15,4,0,History,0.4383306263002462,185.5101237988429,81.31476874978301
2023-09-16,5,1,History,0.7300844230769649,200.9169261168095,146.68631809038803
2023-09-17,6,1,History,0.7027360262968974,211.39212367241595,148.55286098001588
2023-09-18,0,0,History,0.4670818852749983,193.6393770406261,90.44544529161186
2023-09-19,1,0,History,0.7415551244733574,239.36949742565497,177.50567745860656
2023-09-20,2,0,History,0.4879467942654837,193.88530492783474,94.60571299472275
2023-09-21,3,0,History,0.4882347815199293,203.94271906228568,99.57192888395537
2023-09-22,4,0,History,0.4746948127562562,195.78639893600493,92.93878798314853
2023-09-23,5,1,History,0.7317086067584571,235.43491211454952,172.26975152563682
2023-09-24,6,1,History,0.6537930337327352,226.95026722791312,148.37850371739228
2023-09-25,0,0,History,0.4668964914803443,208.45140020043362,97.3252273977476
2023-09-26,1,0,History,0.5129612531112512,183.95629001695158,94.36244904479223
2023-09-27,2,0,History,0.47488265422116605,199.55550589456655,94.76544830365931
2023-09-28,3,0,History,0.3986321675221688,197.45260275343637,78.7109590184961
2023-09-29,4,0,History,0.44757973241444216,198.57335886733753,88.87741082647993
2023-09-30,5,1,History,0.7187613981187747,228.24210307009577,164.0516131122315
2023-10-01,6,1,History,0.662131413194656,216.79665136232038,143.54787314240232
2023-10-02,0,0,History,0.3821211648668487,180.7642744194196,69.07385510745932
2023-10-03,1,0,History,0.4343076048922211,176.4597866393596,76.63782729513262
2023-10-04,2,0,History,0.41319306642828024,184.86361235634328,76.3843628605264
2023-10-05,3,0,History,0.44968680246427817,221.74977898281173,99.717949057941
2023-10-06,4,0,History,0.3710419182031087,182.24768005940413,67.62152879730776
2023-10-07,5,1,History,0.7291023670927149,203.31633444836405,148.23842071491632
2023-10-08,6,1,History,0.6694364168226423,224.27013528955504,150.13459576856894
2023-10-09,0,0,History,0.5012977375709649,208.6843738439229,104.61300447437199
2023-10-10,1,0,History,0.43805264165108315,206.67850806662972,90.53606643109184
2023-10-11,2,0,History,0.45105947516796174,199.81573255386397,90.1287794560477
2023-10-12,3,0,History,0.44415228552441266,202.87124369711077,90.10572655525185
2023-10-13,4,0,History,0.4189147642691378,210.29364777533368,88.09511388510101
2023-10-14,5,1,History,0.8274989048377699,225.29515556315584,186.43149449376645
2023-10-15,6,1,History,0.6796971028219096,208.5312032279538,141.73805468200706
2023-10-16,0,0,History,0.5063150854750548,189.68564315197617,96.04070262588355
2023-10-17,1,0,History,0.40114908511598507,187.4572126466587,75.1982893515998
2023-10-18,2,0,History,0.4751713455658722,211.8513587548389,100.66569519949513
2023-10-19,3,0,History,0.4812851307523187,203.4091967526942,97.89782185534456
2023-10-20,4,0,History,0.4569516930310221,200.58208883019438,91.6563250826562
2023-10-21,5,1,History,0.680471355326737,199.85405624602643,135.99496052127952
2023-10-22,6,1,History,0.696758320545863,212.7439637822221,148.23112691117097
2023-10-23,0,0,History,0.44070427236446447,175.71385090782607,77.43784480869148
2023-10-24,1,0,History,0.5819556209342776,219.90801998664318,127.97670831975445
2023-10-25,2,0,History,0.46175064729995896,212.0315296588532,97.90569606797591
2023-10-26,3,0,History,0.49019236701280205,206.814903973684,101.37908731238552
2023-10-27,4,0,History,0.5541366240734318,195.54580194994773,108.35909054427593
2023-10-28,5,1,History,0.6723868646323586,232.05891139939376,156.03336384583667
2023-10-29,6,1,History,0.7192728851668923,219.39473941643712,157.80468721049922
2023-10-30,0,0,History,0.455156937644294,183.37110095690278,83.46262876400654
2023-10-31,1,0,History,0.4655746245163922,186.9134199055223,87.02214528958828
2023-11-01,2,0,History,0.4622348079027553,191.92191443435715,88.71298925089411
2023-11-02,3,0,History,0.58593358198936,209.08914340378305,122.51235074966556
2023-11-03,4,0,History,0.4836777534046599,196.75433322394804,95.16569386639102
2023-11-04,5,1,History,0.6721927671743237,203.0925925357221,136.51737176919445
2023-11-05,6,1,History,0.7762226538700887,239.7554294788653,186.10359574984773
2023-11-06,0,0,History,0.509434631481626,199.4374039537942,101.60032038685333
2023-11-07,1,0,History,0.4551226959555976,188.37473103285325,85.73361543758274
2023-11-08,2,0,History,0.4591089854177904,207.01392216160667,95.04195177097267
2023-11-09,3,0,History,0.4967311504567963,187.8390531630143,93.30550897837942
2023-11-10,4,0,History,0.5946605101871001,193.17714918296485,114.87482208963142
2023-11-11,5,1,History,0.8268531349349592,245.41018795948332,202.91818325927636
2023-11-12,6,1,History,0.7558504732801051,244.4989258235139,184.8046288001803
2023-11-13,0,0,History,0.509350604124586,196.31410022594463,99.99270554825942
2023-11-14,1,0,History,0.5255256482734774,202.09286474817628,106.20498375822952
